id,Chr,lo,hi,score,size,maxC,overlap_freq,null_max_overlap,emp_p,emp_q,lo_Mb,hi_Mb
25,Chr4,20891277,23367879,11.09,28,0.8175,0.03125,10.89,0.0103092783505155,0.011454753722795,20.891,23.368
80,Chr17,9943587,10055412,9.8625,13,0.96,0,0,0.0103092783505155,0.011454753722795,9.944,10.055
29,Chr5,1546722,1606313,8.38,13,0.995,0,0,0.0103092783505155,0.011454753722795,1.547,1.606
17,Chr3,6723185,6724735,7.95,11,0.95,0,0,0.0103092783505155,0.011454753722795,6.723,6.725
40,Chr8,1445971,1512168,7.5675,14,0.905,0.0104166666666667,0.9775,0.0103092783505155,0.011454753722795,1.446,1.512
77,Chr17,6545004,6770606,6.6,8,0.965,0,0,0.0103092783505155,0.011454753722795,6.545,6.771
51,Chr11,6108931,6814754,6.36,13,0.99,0,0,0.0103092783505155,0.011454753722795,6.109,6.815
58,Chr12,15547672,15547738,6.2225,11,0.965,0,0,0.0103092783505155,0.011454753722795,15.548,15.548
28,Chr4,27438730,27550786,6.095,10,0.6975,0,0,0.0103092783505155,0.011454753722795,27.439,27.551
7,Chr1,26932748,27292439,6.055,15,0.88,0,0,0.0103092783505155,0.011454753722795,26.933,27.292
38,Chr7,10531524,10855993,5.5375,7,0.97,0,0,0.0103092783505155,0.011454753722795,10.532,10.856
23,Chr4,14442422,14562176,5.2775,10,0.665,0,0,0.0103092783505155,0.011454753722795,14.442,14.562
34,Chr7,795974,796043,4.9275,8,0.895,0,0,0.0103092783505155,0.011454753722795,0.796,0.796
26,Chr4,25573558,25987511,4.84,7,0.925,0,0,0.0103092783505155,0.011454753722795,25.574,25.988
87,Chr20,3669460,3669694,4.74,6,0.9375,0,0,0.0103092783505155,0.011454753722795,3.669,3.67
86,Chr20,2207553,2359411,4.6875,10,0.92,0,0,0.0103092783505155,0.011454753722795,2.208,2.359
74,Chr16,11542810,11801459,4.36,14,0.855,0,0,0.0103092783505155,0.011454753722795,11.543,11.801
59,Chr12,16941914,17643899,4.0475,11,0.6725,0.0104166666666667,1.7225,0.0103092783505155,0.011454753722795,16.942,17.644
45,Chr9,300311,300595,3.8125,7,0.8675,0,0,0.0103092783505155,0.011454753722795,0.3,0.301
61,Chr13,16741155,16741188,3.785,5,0.895,0,0,0.0103092783505155,0.011454753722795,16.741,16.741
81,Chr18,1885672,1885754,3.775,6,0.985,0,0,0.0103092783505155,0.011454753722795,1.886,1.886
83,Chr18,5613779,5613964,3.7225,8,0.94,0,0,0.0103092783505155,0.011454753722795,5.614,5.614
53,Chr11,11990208,12258380,3.68,14,0.85,0.0104166666666667,1.76,0.0103092783505155,0.011454753722795,11.99,12.258
52,Chr11,8858369,9081517,3.6,6,0.92,0,0,0.0103092783505155,0.011454753722795,8.858,9.082
67,Chr14,14974048,15228842,3.5375,6,0.8375,0,0,0.0103092783505155,0.011454753722795,14.974,15.229
65,Chr14,11803038,11803366,3.3775,7,0.6575,0,0,0.0103092783505155,0.011454753722795,11.803,11.803
55,Chr12,3123519,3123781,3.13,9,0.5825,0,0,0.0103092783505155,0.011454753722795,3.124,3.124
27,Chr4,26490824,26673128,3.115,6,0.6375,0,0,0.0103092783505155,0.011454753722795,26.491,26.673
57,Chr12,11752339,12148736,2.88,5,0.91,0,0,0.0103092783505155,0.011454753722795,11.752,12.149
48,Chr10,6239935,6700294,2.7675,8,0.91,0,0,0.0103092783505155,0.011454753722795,6.24,6.7
22,Chr4,9429499,10110072,2.62,13,0.555,0,0,0.0103092783505155,0.011454753722795,9.429,10.11
4,Chr1,19281745,19374576,2.6175,7,0.6325,0,0,0.0103092783505155,0.011454753722795,19.282,19.375
63,Chr14,5446401,5446487,2.59,5,0.9275,0,0,0.0103092783505155,0.011454753722795,5.446,5.446
82,Chr18,3703238,3777171,2.4825,5,0.82,0,0,0.0103092783505155,0.011454753722795,3.703,3.777
79,Chr17,9036740,9036763,2.41,3,0.81,0,0,0.0103092783505155,0.011454753722795,9.037,9.037
42,Chr8,13725508,13725526,2.3875,3,0.8,0,0,0.0103092783505155,0.011454753722795,13.726,13.726
73,Chr16,4227248,4752917,2.3825,8,0.4375,0,0,0.0103092783505155,0.011454753722795,4.227,4.753
70,Chr15,8213182,8213212,2.3425,4,0.65,0,0,0.0103092783505155,0.011454753722795,8.213,8.213
5,Chr1,19886319,19886568,2.325,3,0.8,0,0,0.0103092783505155,0.011454753722795,19.886,19.887
35,Chr7,1976297,1976353,2.14,5,0.9225,0,0,0.0103092783505155,0.011454753722795,1.976,1.976
11,Chr2,7549921,7550159,2.1125,7,0.6525,0.0104166666666667,0.9625,0.0103092783505155,0.011454753722795,7.55,7.55
76,Chr16,16478564,16541536,2.0675,6,0.9125,0,0,0.0103092783505155,0.011454753722795,16.479,16.542
