tau,lmin,n_regions,n_hit,prop_hit,fold,recall,estimable,F1,fold_cap
0.05,1,72,11,0.152777777777778,13.986013986014,0.277777777777778,TRUE,0.197132616487455,13.986013986014
0.05,2,23,5,0.217391304347826,18.8323917137476,0.138888888888889,TRUE,0.169491525423729,18.8323917137476
0.05,3,17,5,0.294117647058824,18.8323917137476,0.138888888888889,TRUE,0.188679245283019,18.8323917137476
0.05,4,12,4,0.333333333333333,31.496062992126,0.111111111111111,TRUE,0.166666666666667,31.496062992126
0.05,5,8,3,0.375,28.436018957346,0.0833333333333333,TRUE,0.136363636363636,28.436018957346
0.05,6,5,2,0.4,24.0963855421687,0.0555555555555556,TRUE,0.0975609756097562,24.0963855421687
0.05,7,5,2,0.4,24.5398773006135,0.0555555555555556,TRUE,0.0975609756097562,24.5398773006135
0.05,8,5,2,0.4,25.4777070063694,0.0555555555555556,TRUE,0.0975609756097562,25.4777070063694
0.05,9,5,2,0.4,25.6410256410256,0.0555555555555556,TRUE,0.0975609756097562,25.6410256410256
0.05,10,4,2,,,0.0555555555555556,FALSE,,
0.05,11,3,2,,,0.0555555555555556,FALSE,,
0.05,12,3,2,,,0.0555555555555556,FALSE,,
0.05,13,3,2,,,0.0555555555555556,FALSE,,
0.05,14,3,2,,,0.0555555555555556,FALSE,,
0.05,15,3,2,,,0.0555555555555556,FALSE,,
0.1,1,35,7,0.2,16.5680473372781,0.194444444444444,TRUE,0.197183098591549,16.5680473372781
0.1,2,12,1,0.0833333333333333,9.80392156862745,0.0277777777777778,TRUE,0.0416666666666667,9.80392156862745
0.1,3,8,1,0.125,10.2040816326531,0.0277777777777778,TRUE,0.0454545454545455,10.2040816326531
0.1,4,6,1,0.166666666666667,12.8205128205128,0.0277777777777778,TRUE,0.0476190476190477,12.8205128205128
0.1,5,3,1,,,0.0277777777777778,FALSE,,
0.1,6,3,1,,,0.0277777777777778,FALSE,,
0.1,7,3,1,,,0.0277777777777778,FALSE,,
0.1,8,3,1,,,0.0277777777777778,FALSE,,
0.1,9,3,1,,,0.0277777777777778,FALSE,,
0.1,10,2,1,,,0.0277777777777778,FALSE,,
0.1,11,1,1,,,0.0277777777777778,FALSE,,
0.1,12,1,1,,,0.0277777777777778,FALSE,,
0.1,13,1,1,,,0.0277777777777778,FALSE,,
0.1,14,1,1,,,0.0277777777777778,FALSE,,
0.1,15,1,1,,,0.0277777777777778,FALSE,,
0.15,1,26,4,0.153846153846154,18.957345971564,0.111111111111111,TRUE,0.129032258064516,18.957345971564
0.15,2,10,1,0.1,11.4285714285714,0.0277777777777778,TRUE,0.0434782608695652,11.4285714285714
0.15,3,6,1,0.166666666666667,9.70873786407767,0.0277777777777778,TRUE,0.0476190476190477,9.70873786407767
0.15,4,3,1,,,0.0277777777777778,FALSE,,
0.15,5,2,1,,,0.0277777777777778,FALSE,,
0.15,6,2,1,,,0.0277777777777778,FALSE,,
0.15,7,2,1,,,0.0277777777777778,FALSE,,
0.15,8,1,1,,,0.0277777777777778,FALSE,,
0.15,9,1,1,,,0.0277777777777778,FALSE,,
0.15,10,1,1,,,0.0277777777777778,FALSE,,
0.15,11,1,1,,,0.0277777777777778,FALSE,,
0.15,12,1,1,,,0.0277777777777778,FALSE,,
0.15,13,1,1,,,0.0277777777777778,FALSE,,
0.15,14,1,1,,,0.0277777777777778,FALSE,,
0.15,15,1,1,,,0.0277777777777778,FALSE,,
0.2,1,23,4,0.173913043478261,22.1606648199446,0.111111111111111,TRUE,0.135593220338983,22.1606648199446
0.2,2,9,1,0.111111111111111,12.6582278481013,0.0277777777777778,TRUE,0.0444444444444445,12.6582278481013
0.2,3,4,1,,,0.0277777777777778,FALSE,,
0.2,4,2,1,,,0.0277777777777778,FALSE,,
0.2,5,2,1,,,0.0277777777777778,FALSE,,
0.2,6,2,1,,,0.0277777777777778,FALSE,,
0.2,7,1,1,,,0.0277777777777778,FALSE,,
0.2,8,1,1,,,0.0277777777777778,FALSE,,
0.2,9,1,1,,,0.0277777777777778,FALSE,,
0.2,10,1,1,,,0.0277777777777778,FALSE,,
0.2,11,1,1,,,0.0277777777777778,FALSE,,
0.2,12,1,1,,,0.0277777777777778,FALSE,,
0.2,13,1,1,,,0.0277777777777778,FALSE,,
0.2,14,1,1,,,0.0277777777777778,FALSE,,
0.2,15,1,1,,,0.0277777777777778,FALSE,,
0.25,1,22,4,0.181818181818182,23.5294117647059,0.111111111111111,TRUE,0.137931034482759,23.5294117647059
0.25,2,9,1,0.111111111111111,11.9047619047619,0.0277777777777778,TRUE,0.0444444444444445,11.9047619047619
0.25,3,3,1,,,0.0277777777777778,FALSE,,
0.25,4,2,1,,,0.0277777777777778,FALSE,,
0.25,5,2,1,,,0.0277777777777778,FALSE,,
0.25,6,1,1,,,0.0277777777777778,FALSE,,
0.25,7,1,1,,,0.0277777777777778,FALSE,,
0.25,8,1,1,,,0.0277777777777778,FALSE,,
0.25,9,1,1,,,0.0277777777777778,FALSE,,
0.25,10,1,1,,,0.0277777777777778,FALSE,,
0.25,11,1,1,,,0.0277777777777778,FALSE,,
0.25,12,1,1,,,0.0277777777777778,FALSE,,
0.25,13,1,1,,,0.0277777777777778,FALSE,,
0.25,14,1,1,,,0.0277777777777778,FALSE,,
0.25,15,0,0,,,0,FALSE,,
0.3,1,18,4,0.222222222222222,27.027027027027,0.111111111111111,TRUE,0.148148148148148,27.027027027027
0.3,2,8,1,0.125,15.2671755725191,0.0277777777777778,TRUE,0.0454545454545455,15.2671755725191
0.3,3,2,1,,,0.0277777777777778,FALSE,,
0.3,4,2,1,,,0.0277777777777778,FALSE,,
0.3,5,1,1,,,0.0277777777777778,FALSE,,
0.3,6,1,1,,,0.0277777777777778,FALSE,,
0.3,7,1,1,,,0.0277777777777778,FALSE,,
0.3,8,1,1,,,0.0277777777777778,FALSE,,
0.3,9,1,1,,,0.0277777777777778,FALSE,,
